Course Code,Course Name,Default Category,Proposed Specific Category,File Count,Total Size (MB),Degree Programs,Academic Years,Sample Document Titles
H01A8A,Algemene en technische scheikunde,Oefenzittingen,Oefenzittingen,131,195.78,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2009 - 2010, 2010 - 2011, 2011 - 2012, 2016 - 2017, 2018 - 2019",Oefeningen Scheikunde; Wp 20150813 001; Wp 20150813 002
H01A8A,Algemene en technische scheikunde,Samenvattingen,Samenvattingen,112,760.02,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2005 - 2006, 2009 - 2010, 2010 - 2011, 2015 - 2016, 2016 - 2017",Scheikunde Xandecoutere; Oplosbaar Of Niet Flashcards Ajaze; Algemeen Technische Scheikunde 2324 Processen Op Quizlet Renske Verpoorten
H01A8A,Algemene en technische scheikunde,Samenvattingen,Overig / Other,18,9.01,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2020 - 2021, 2023 - 2024",Formules Scheikunde; Boek 3 P70; Luchtoverschot
H01A8A,Algemene en technische scheikunde,Samenvattingen,Slides / Lesmateriaal,22,120.05,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2021 - 2022, 2023 - 2024",Te Kennen Lijsten En Slides Met Fluo (ats) (aurian Baudhuin); Seminarie 1 Nick Hosewol; Seminarie 10 Nick Hosewol
H01A8A,Algemene en technische scheikunde,TTT's,TTT's,37,22.63,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2012 - 2013, 2013 - 2014, 2014 - 2015",Ttt 2010 Oefeningen (opgave); Ttt 2010 Oefeningen (oplossing); Ttt 2010 Theorie (opgave)
H01B0B,Toegepaste mechanica 1,Examens,Examens,74,158.86,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur, Schakel - Werktuigkunde","2003 - 2004, 2005 - 2006, 2007 - 2008, 2008 - 2009, 2009 - 2010",9januari2015; Examen 2004 Januari + Oplossing; Examen 2006 Januari
H01B0B,Toegepaste mechanica 1,Oefenzittingen,Oefenzittingen,290,790.57,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur, Schakel - Werktuigkunde","2009 - 2010, 2010 - 2011, 2011 - 2012, 2013 - 2014, 2014 - 2015",Mechanica Oefeningen Notities; 001; 002
H01B0B,Toegepaste mechanica 1,Samenvattingen,Samenvattingen,34,64.89,"Ba - Algemene gemeenschappelijke basis, Schakel - Werktuigkunde","2011 - 2012, 2016 - 2017, 2018 - 2019, 2019 - 2020, 2022 - 2023",Afleidingimpulsmomentvector; Mechanica Theorie Notities; Notas Jeroenbelis Mechanica
H01B0B,Toegepaste mechanica 1,Samenvattingen,Overig / Other,61,31.58,"Ba - Algemene gemeenschappelijke basis, Schakel - Werktuigkunde","2009 - 2010, 2017 - 2018, 2018 - 2019, 2020 - 2021, 2025 - 2026",Impulsmoment; Reeks 0 Kinematica I En Ii; Reeks 0 Samengestelde Beweging
H01B0B,Toegepaste mechanica 1,TTT's,TTT's,17,9.49,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2007 - 2008, 2008 - 2009, 2009 - 2010, 2010 - 2011, 2011 - 2012",Ttt 2009 Opgave; Ttt 2009 Oplossing; Ttt 2008 Opgave
H01B2B,Algemene natuurkunde,Examens,Examens,25,19.19,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2011 - 2012, 2018 - 2019, 2019 - 2020, 2020 - 2021","Oefenzitting 8 Examenvragen(1); Oefenzitting 8 Examenvragen; Examenanalyse Natuurkunde (tot 2026, Sverre Van Mullem, Ai)"
H01B2B,Algemene natuurkunde,Oefenzittingen,Oefenzittingen,35,239.6,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2013 - 2014, 2018 - 2019, 2019 - 2020, 2023 - 2024",Oefenzitting 1 Oplossingen; Oefenzitting 1(1); Oefenzitting 2 Oplossingen
H01B2B,Algemene natuurkunde,Samenvattingen,Samenvattingen,45,465.69,Ba - Algemene gemeenschappelijke basis,"2011 - 2012, 2014 - 2015, 2015 - 2016, 2016 - 2017, 2017 - 2018",Formularium 2012; Formularium1; Physics For Scientists And Engineers 4th Edition
H01B2B,Algemene natuurkunde,Samenvattingen,Overig / Other,19,200.49,"Ba - Algemene gemeenschappelijke basis, Ba - Materiaalkunde","2010 - 2011, 2011 - 2012, 2014 - 2015, 2021 - 2022",2010 Elektromagnetische Golven; Diff Vorm Maxwell Vgl; Elektrische Magnetische Dipool
H01B2B,Algemene natuurkunde,Samenvattingen,Slides / Lesmateriaal,17,61.25,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2021 - 2022",Natuurkunde Slides Impo; H13 Fluïda; H14 Trillingen
H01B4B,Thermodynamica,Examens,Examens,13,75.31,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2017 - 2018, 2018 - 2019, 2019 - 2020",Thermo Oefeningen Examenvragen Jasper Vis 2020 2021(1); Examen Thermodynamica 2162019; Thermodynamica Examen 11 06 2019
H01B4B,Thermodynamica,Oefenzittingen,Oefenzittingen,15,237.46,Ba - Algemene gemeenschappelijke basis,"2007 - 2008, 2010 - 2011, 2011 - 2012, 2015 - 2016, 2016 - 2017",Thermo Oefeningen En Theorie Nota's; [2016 17] Tips Oefeningen 1ste En 2de Hw Tibo Geenen; Extra Oefeningen Thermodynamica Nick Hosewol
H01B4B,Thermodynamica,Samenvattingen,Overig / Other,2,18.25,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2025 - 2026",Thermo Reversibele Kringprocessen; Yoana Thud
H01B4B,Thermodynamica,Samenvattingen,Slides / Lesmateriaal,14,383.34,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2012 - 2013, 2017 - 2018, 2018 - 2019, 2020 - 2021",Thermo Theorie Slides; 21 G O A Architecten Woningevg 2012 2013; 22 Goa Architecten Rijhuis In Tervuren 2012 2013
H01B4B,Thermodynamica,Samenvattingen,Samenvattingen,39,243.31,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2011 - 2012, 2016 - 2017, 2018 - 2019, 2019 - 2020, 2020 - 2021",Hoofdstuk 1 En 2 Thermodynamica; Samenvatting 2016 2017 (kato Kenis); Samenvatting 2025 2026 (raphael Six)
H01B4B,Thermodynamica,TTT's,TTT's,1,0.03,Ba - Algemene gemeenschappelijke basis,2011 - 2012,Ttt 2011 Oplossing
H01B6B,Methodiek van de informatica,Examens,Examens,132,4.49,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur, Ma - Computer Science","2011 - 2012, 2013 - 2014, 2014 - 2015, 2015 - 2016, 2017 - 2018",Antwoorden Examenvragen; Examenvragen Informatica; Examenvragen Socs
H01B6B,Methodiek van de informatica,Oefenzittingen,Oefenzittingen,30,11.89,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur, Ma - Computer Science","2010 - 2011, 2011 - 2012, 2017 - 2018, 2018 - 2019, 2026 - 2027",Java Bluej Oplossingen; Oplossingen; Oplossingen Theorievragen Be 2017 2018
H01B6B,Methodiek van de informatica,Oefenzittingen,Labo & Code,274,5.96,"Ba - Algemene gemeenschappelijke basis, Ma - Computer Science","2010 - 2011, 2011 - 2012, 2015 - 2016, 2017 - 2018, 2018 - 2019",2 Agrigento; 5 Linesearch; 6 Dailyarea
H01B6B,Methodiek van de informatica,Samenvattingen,Overig / Other,18,3.16,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur, Ma - Computer Science","2011 - 2012, 2017 - 2018, 2021 - 2022, 2022 - 2023, 2023 - 2024",Stof Tot Nadenken; Zie Bach2 Elektro; Alleoefeningeninfromatica2022 2023
H01B6B,Methodiek van de informatica,Samenvattingen,Samenvattingen,41,13.46,"Ba - Algemene gemeenschappelijke basis, Ma - Computer Science","2011 - 2012, 2015 - 2016, 2017 - 2018, 2019 - 2020, 2024 - 2025",H1+2 Cursustekst; H8 Cursustekst; Schema Correctheidsbewijzen Ml
H01B6B,Methodiek van de informatica,Samenvattingen,Slides / Lesmateriaal,12,4.26,"Ba - Algemene gemeenschappelijke basis, Ma - Computer Science","2007 - 2008, 2011 - 2012, 2017 - 2018",Slides Dft; Slides Fourierreeks; Slides H3 Optimalisatie
H01B8A,Anki Flashcards Semester 4 WTK,Samenvattingen,Samenvattingen,1,47.84,Ba - Werktuigkunde,2022 - 2023,Anki Flashcards Semester 4 Wtk (jarne Van Geyseghem 2022 2023)
H01B9A,"Probleemoplossen en ontwerpen, deel 1a",Examens,Examens,4,12.42,Ba - Algemene gemeenschappelijke basis,"2018 - 2019, 2021 - 2022, 2023 - 2024",Examen 2021 11 24; Oplossingen 2024; Tb Examen 2019 Nick Hosewol
H01B9A,"Probleemoplossen en ontwerpen, deel 1a",Oefenzittingen,Verslagen & Projecten,59,133.9,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2018 - 2019, 2021 - 2022",Richtlijnen Voor Technisch Verslag; Verbeterblad Verslagen; Appendix 1 Isometrie
H01C2A,"Probleemoplossen en ontwerpen, deel 1b",Oefenzittingen,Verslagen & Projecten,1,1.69,Ba - Algemene gemeenschappelijke basis,2011 - 2012,Peno2 Werkboek V1 82
H01C2B,Bouwmaterialen: bindmiddelen,Examens,Examens,1,0.15,Ma - Civil Engineering,2017 - 2018,Opgeloste Examenvragen Binders
H01C2B,Bouwmaterialen: bindmiddelen,Oefenzittingen,Verslagen & Projecten,8,17.93,Ma - Civil Engineering,"2017 - 2018, 2019 - 2020",Report Binder And Durability; Presentation Batch 5 And 6; Report Batch 2 (opc)
H01C4C,Wijsbegeerte,Examens,Examens,8,5.89,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2020 - 2021, 2022 - 2023, 2024 - 2025, 2025 - 2026",100 Generated Examenvragen; Examenvragen Wijsbegeerte Opgaven (2021); Examenvragen Wijsbegeerte Oplossingen (2021)
H01C4C,Wijsbegeerte,Oefenzittingen,Oefenzittingen,2,0.13,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2018 - 2019, 2024 - 2025",Vragen Wijsbegeerte Vtk; Idealehoeveelheidingevuldevragen
H01C4C,Wijsbegeerte,Samenvattingen,Samenvattingen,106,149.33,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2009 - 2010, 2010 - 2011, 2011 - 2012, 2013 - 2014, 2014 - 2015",'samenvatting' Tekst 1 Haus Wittgenstein Saradb; 'samenvatting' Tekst 2 Nietzsches Monument Saradb; Wijsbegeerte Samenvatting
H01C4C,Wijsbegeerte,Samenvattingen,Overig / Other,14,8.55,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2018 - 2019, 2020 - 2021, 2023 - 2024, 2025 - 2026",Anthony Vidler Poging Door Ml&fh; Tijdlijn; Wijsbegeerte Inhoudstafel
H01C4C,Wijsbegeerte,Samenvattingen,Slides / Lesmateriaal,1,0.45,Ba - Architectuur,2018 - 2019,Deel 2 (4dia's Pp)
H01C6A,Organische scheikunde,Examens,Examens,92,213.33,Ba - Algemene gemeenschappelijke basis,"2002 - 2003, 2005 - 2006, 2006 - 2007, 2007 - 2008, 2008 - 2009",Oplossingen (eline); Oplossingen 2012 2013 Verbeterd Door Assistent; Oplossingen 2015 2016 (kevin Zhang)
H01C6A,Organische scheikunde,Oefenzittingen,Oefenzittingen,168,82.8,Ba - Algemene gemeenschappelijke basis,"2006 - 2007, 2007 - 2008, 2010 - 2011, 2011 - 2012, 2012 - 2013","Oplossingsstrategie Oefeningen (laurens De Poorter, 8p); Oplnvragenoefenzitting3,4en5; Organische Scheikunde Vragen Oefenzitting 2"
H01C6A,Organische scheikunde,Samenvattingen,Samenvattingen,37,206.99,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2012 - 2013, 2014 - 2015, 2015 - 2016",Inleiding; [2017 18] Chaos Schema Reacties Tibo Geenen; [2017 18] Studentencursus Tibo Geenen
H01C6A,Organische scheikunde,Samenvattingen,Overig / Other,5,8.53,Ba - Algemene gemeenschappelijke basis,"2015 - 2016, 2017 - 2018, 2021 - 2022",Studiewijzer 2017 2018; Organischechemieexamen; Eline Zelftests
H01C6A,Organische scheikunde,Samenvattingen,Slides / Lesmateriaal,6,1.36,Ba - Algemene gemeenschappelijke basis,"2012 - 2013, 2014 - 2015",Stereochemie Samenvatting; Presentatie Deel1; Presentatie Deel2
H01C6B,Wegenbouw,Examens,Examens,5,4.99,Ma - Civil Engineering,"2019 - 2020, 2021 - 2022",25jun2020 Nm; 25jun2020 Vm; 5jun2020 Vm
H01C6B,Wegenbouw,Samenvattingen,Samenvattingen,40,53.05,"Ba - Bouwkunde, Ma - Civil Engineering","2010 - 2011, 2021 - 2022, 2023 - 2024, 2024 - 2025",Cursus Wegenbouwkunde Versie 2011 2012; Bridges Summary Janne Willems En Lily Vreven; Overview Most Important Bridges Lily Vreven
H01C8B,Toegepaste mechanica 2: dynamica en sterkteleer,Examens,Examens,27,88.34,"Ba - Algemene gemeenschappelijke basis, Ma - Civil Engineering","2002 - 2003, 2003 - 2004, 2004 - 2005, 2005 - 2006, 2007 - 2008",Examen Sterkteleer 2012 2013 (opl Eveline); Examenvragen; Examen 2018 01 16 (studenten)
H01C8B,Toegepaste mechanica 2: dynamica en sterkteleer,Oefenzittingen,Oefenzittingen,43,304.56,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2012 - 2013, 2013 - 2014, 2014 - 2015",Oefeningen Mechanica2 Sterkteleer (lukasvandenbroeck); Sterkteleer Alleoz Karolienpoppeliers; Sterkteleer Theorievragen (aurian Baudhuin)
H01C8B,Toegepaste mechanica 2: dynamica en sterkteleer,Samenvattingen,Samenvattingen,26,113.23,"Ba - Algemene gemeenschappelijke basis, Ma - Civil Engineering","2010 - 2011, 2011 - 2012, 2012 - 2013, 2016 - 2017, 2018 - 2019",Formularium Traagheidsmomenten; Formularium Sterkteleer 2020 2021; [2017 18] Theorie Sterkteleer Tibo Geenen Sophie Dupont
H01C8B,Toegepaste mechanica 2: dynamica en sterkteleer,Samenvattingen,Slides / Lesmateriaal,1,0.09,Ba - Algemene gemeenschappelijke basis,2014 - 2015,Diameter Bouten
H01D0A,oefeningen CVG,Oefenzittingen,Oefenzittingen,1,2.81,Ba - Architectuur,2023 - 2024,Oefcvg 2223 Verbelen Bram
H01D0B,Inleiding tot de materiaalkunde,Examens,Examens,46,26.86,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2011 - 2012, 2012 - 2013, 2018 - 2019, 2019 - 2020",Examen 14 Juni 2021 Oplossingen; Examen 18 Augustus 2021 Meerkeuzevragen Zonder Oplossing; Examen 18 Augustus 2021 Oplossingen
H01D0B,Inleiding tot de materiaalkunde,Oefenzittingen,Oefenzittingen,31,122.39,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2014 - 2015, 2015 - 2016, 2018 - 2019, 2020 - 2021",Oefeningen Breukmechanica Oplossingsmethode; Oefeningen Materiaalkunde (lukasvandenbroeck); Oefeningenbundel Materiaalkunde 2020 2021 Nick Hosewol
H01D0B,Inleiding tot de materiaalkunde,Samenvattingen,Samenvattingen,64,824.23,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2011 - 2012, 2014 - 2015, 2015 - 2016, 2016 - 2017",Read Me; 8 Geleiders En Diëlektrische Materialen; 2015 Samenvatting Materiaalkunde Ellen
H01D0B,Inleiding tot de materiaalkunde,Samenvattingen,Slides / Lesmateriaal,68,164.36,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2014 - 2015, 2015 - 2016, 2020 - 2021","Oefenzitting2 Inleidende Slides; Hst 1 Materialen, Materiaalkunde En Duurzaamheid; Hst 2 Opbouw Dichtheid En Elastisch Gedrag"
H01D0B,Inleiding tot de materiaalkunde,TTT's,TTT's,4,1.37,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur","2010 - 2011, 2011 - 2012",Ttt 2011; Ttt 2012; Ttt 2011
H01D2A,cvg 2,Examens,Examens,2,6.93,Ba - Architectuur,"2020 - 2021, 2023 - 2024",Examenvragen Oplossingen Pierre Stavart; Examenvragen Spreadsheets
H01D2A,cvg 2,Samenvattingen,Samenvattingen,6,35.81,Ba - Architectuur,"2013 - 2014, 2017 - 2018, 2019 - 2020, 2020 - 2021, 2023 - 2024",Cvg Grafostatica Les Notities Bram Verbelen; Hoofdstuk 10; Pluk Van Brempt Cvg 2018
H01D2A,cvg 2,Samenvattingen,Overig / Other,15,88.24,Ba - Architectuur,"2012 - 2013, 2023 - 2024",Cvg Structurele Details Bram Verbelen; Cvg Les 1; Cvg Les 10
H01D2A,cvg 2,Samenvattingen,Slides / Lesmateriaal,9,164.27,Ba - Architectuur,2019 - 2020,Hoofdstuk 1; Hoofdstuk 2; Hoofdstuk 3
H01D2D,Informatieoverdracht en -verwerking,Examens,Examens,31,74.38,Ba - Algemene gemeenschappelijke basis,"2007 - 2008, 2008 - 2009, 2011 - 2012, 2012 - 2013, 2015 - 2016",Informatieoverdracht & Verwerking Examenvragen [2023 2024] (matthias Halsberghe); Iov Examenvragen Jasper Visterin; Opgelosteexamens 35pg
H01D2D,Informatieoverdracht en -verwerking,Oefenzittingen,Oefenzittingen,69,329.07,Ba - Algemene gemeenschappelijke basis,"2007 - 2008, 2010 - 2011, 2011 - 2012, 2012 - 2013, 2013 - 2014",Inhoud Oefeningen; 2023 2024 Iov Alle Oefeningen Igor Lambrechts (gebaseerd Op Burgieclan); Iov Alleoz Karolienpoppeliers
H01D2D,Informatieoverdracht en -verwerking,Samenvattingen,Samenvattingen,32,170.26,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2012 - 2013, 2013 - 2014, 2017 - 2018",Cursustekst 2013 2014; Formularium 2020 2021; Samenvatting Iov (lukasvandenbroeck)
H01D2D,Informatieoverdracht en -verwerking,Samenvattingen,Overig / Other,6,3.24,Ba - Algemene gemeenschappelijke basis,"2012 - 2013, 2013 - 2014, 2015 - 2016, 2017 - 2018",Inhoud Theorie; Tips And Tricks 2013 2014 (wouter Beert); Informatieoverdrachtexamen
H01D2D,Informatieoverdracht en -verwerking,Samenvattingen,Slides / Lesmateriaal,18,40.49,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2012 - 2013, 2014 - 2015, 2017 - 2018, 2020 - 2021",Slides 2012 2013 Informatieoverdracht; Slides 2012 2013 Informatieverwerking; Oz 3 Slides A
H01D4B,"Probleemoplossen en ontwerpen, deel 2",Examens,Examens,7,38.54,"Ba - Bouwkunde, Ma - Civil Engineering","2012 - 2013, 2017 - 2018, 2019 - 2020, 2020 - 2021, 2021 - 2022",Examenvraag Op Betonsamenstelling Oscar Neyrinck 2020; Examenvragen Beton 16juni; Examenvragen Vtk
H01D4B,"Probleemoplossen en ontwerpen, deel 2",Oefenzittingen,Oefenzittingen,12,3.73,Ba - Bouwkunde,2017 - 2018,Beton Deel 1 Oplossingenbundel; Oz5; Oz5
H01D4B,"Probleemoplossen en ontwerpen, deel 2",Samenvattingen,Overig / Other,6,20.23,Ba - Bouwkunde,2017 - 2018,Beton 3maart Suze Hannes; Inhoudsopgave Beton; 1 Betonbestanddelen
H01D4B,"Probleemoplossen en ontwerpen, deel 2",Samenvattingen,Samenvattingen,11,29.07,"Ba - Bouwkunde, Ma - Civil Engineering","2017 - 2018, 2021 - 2022, 2025 - 2026",Inleiding Cursus Beton 3de Bachelor; Belangrijke Getallen (elisabeth Deryckere); Samenvatting Hoofdstuk 1
H01D7B,Economie,Examens,Examens,21,2.32,Ba - Algemene gemeenschappelijke basis,"2001 - 2002, 2002 - 2003, 2003 - 2004, 2004 - 2005, 2005 - 2006",Examen 2002 06 12; Examen 2003; Examen 2004
H01D7B,Economie,Oefenzittingen,Oefenzittingen,21,16.91,Ba - Algemene gemeenschappelijke basis,"2018 - 2019, 2022 - 2023, 2023 - 2024, 2024 - 2025",Oefeningen Economie (lukasvandenbroeck); Conceptoefeningen En Formularium; Oef H12 Modeloplossing
H01D7B,Economie,Samenvattingen,Samenvattingen,26,77.21,Ba - Algemene gemeenschappelijke basis,"2006 - 2007, 2010 - 2011, 2011 - 2012, 2013 - 2014, 2016 - 2017",Formularium(niet Meer Van Toepassing); [2017 18] Uitgebreide Begrippenlijst H1 H8 Tibo Geenen; [2017 18] Uitgebreide Begrippenlijst H1 H8 Tibo Geenen
H01D7B,Economie,Samenvattingen,Overig / Other,15,176.75,"Ba - Algemene gemeenschappelijke basis, Ma - Architectuur","2012 - 2013, 2013 - 2014, 2020 - 2021",Monitoraat H02; Hfd1; Hfd15
H01D8B,Numerieke wiskunde,Examens,Examens,78,49.13,"Ba - Algemene gemeenschappelijke basis, Schakel - Algemeen","2002 - 2003, 2008 - 2009, 2009 - 2010, 2010 - 2011, 2011 - 2012",Examen 2010 06 27 (oplossing); Examen 2011 02 04 (oplossing); Examen 2011 02 04
H01D8B,Numerieke wiskunde,Oefenzittingen,Labo & Code,14,0.01,"Ba - Algemene gemeenschappelijke basis, Schakel - Algemeen","2010 - 2011, 2011 - 2012, 2012 - 2013, 2018 - 2019",Invmachten; Invmachten Adaptief; Jacobi
H01D8B,Numerieke wiskunde,Oefenzittingen,Oefenzittingen,98,154.83,"Ba - Algemene gemeenschappelijke basis, Schakel - Algemeen","2008 - 2009, 2010 - 2011, 2011 - 2012, 2014 - 2015, 2015 - 2016",Bepalen Convergentiefactor Orde; Numerieke Wiskunde Oefeningen Deel 1; Numerieke Wiskunde Oefeningen Deel 2
H01D8B,Numerieke wiskunde,Samenvattingen,Overig / Other,8,16.68,Schakel - Algemeen,"2014 - 2015, 2018 - 2019, 2019 - 2020",All You Can Carry; 2015 05 31 20 56 44; 2015 05 31 20 57 09
H01D8B,Numerieke wiskunde,Samenvattingen,Samenvattingen,35,134.81,"Ba - Algemene gemeenschappelijke basis, Schakel - Algemeen","2011 - 2012, 2012 - 2013, 2013 - 2014, 2018 - 2019, 2019 - 2020",Numerieke Wiskunde Overzichtsschemas; Numerieke Wiskunde Samenvatting 72p; Samenvatting Numerieke Wiskunde Wim Rijckmans
H01D8B,Numerieke wiskunde,Samenvattingen,Slides / Lesmateriaal,11,26.14,Ba - Algemene gemeenschappelijke basis,2012 - 2013,Les1 Inleiding Foutenanalyse; Les10 Optimalisatieproblemen; Les2 Kleinstekwadraten
H01F2A,Anki Flashcards Semester 5 Gemeenschappelijk,Examens,Examens,22,3.87,Ba - Algemene gemeenschappelijke basis,"2009 - 2010, 2011 - 2012, 2012 - 2013, 2013 - 2014, 2014 - 2015",Augustus 2013 Bedrijfskunde; Bedrijfskunde; Bedrijfskunde Januari2013
H01F2A,Anki Flashcards Semester 5 Gemeenschappelijk,Oefenzittingen,Oefenzittingen,35,136.46,Ba - Algemene gemeenschappelijke basis,"2009 - 2010, 2010 - 2011, 2011 - 2012, 2013 - 2014, 2014 - 2015",Bedrijfskunde Werkcolleges Laurens De Poorter; Bedrijfskunde Oefz; Bedrijfskunde Begrippen Oefenzittingen
H01F2A,Anki Flashcards Semester 5 Gemeenschappelijk,Samenvattingen,Samenvattingen,37,181.53,Ba - Algemene gemeenschappelijke basis,"2011 - 2012, 2013 - 2014, 2015 - 2016, 2017 - 2018, 2018 - 2019",Anki Flashcards Semester 5 Gemeenschappelijk (jarne Van Geyseghem 2023 2024); Leerstofoverzicht 23 24; [2018 19] Formules Boek 1 Tibo Geenen
